Front	Back	Tags
comprehension	[ˌkɑmpriˈhɛnʃən] <br>理解（力），了解；（听力或阅读）理解测试comprehensive Lkomprthensiv]adj.词后缀）→有理解力的 广泛的，综合的；全部的；有理解力的 <br><br>【助记】 comprehen（d）（理解）十sion（名词后缀）→理解 comprehen（d）（理解）十s十ive（形容	红宝书 必考词 Unit02
condemn	[kənˈdɛm] vt. <br><br>【助记】 con（全部）十demn（伤害）→如果全部受到伤害，必将遭到遣责→遣责遣责；宣告（某人）有罪，判刑	红宝书 必考词 Unit02
condense	[kənˈdɛns] <br><br>【助记】 con（全部）十dense（浓度的，浓的）一压缩（使）压缩，（使）凝结，使简洁	红宝书 必考词 Unit02
condition	[kənˈdɪʃən] <br><br>【助记】 con（全部）十di（日）十tion（名词后缀）→全部的日子→环境状况，状态；(pl.）环境，情况	红宝书 必考词 Unit02
conduct	[ˈkɑndəkt] n. <br>[kandakt]u.引导，带领；处理，管理；指挥（乐队）；传导，传（电、热等）	红宝书 必考词 Unit02
conductor	[kənˈdəktər] <br>领队，（乐队）指挥；售票员，列车员；导体，导线 <br><br>【助记】 conduct（指挥）十or（名词后缀）一指挥	红宝书 必考词 Unit02
disable	[dɪˈseɪbəl] <br>使残废 <br><br>【助记】 dis（丧失，无）十able（有能力）→使丧失能力→使残废	红宝书 必考词 Unit02
disappear	[ˌdɪsəˈpɪr]	红宝书 必考词 Unit02
disappoint	[ˌdɪsəˈpɔɪnt] <br>消失 不见，消失 <br><br>【助记】 dis（不）十appoint（任命，安排，确定）一不任命一使失望》使失望，使扫兴	红宝书 必考词 Unit02
discipline	[ˈdɪsəplən] <br><br>【助记】 dis（不）十cip（拿，取，握）十line（界限）→不能不把握的界限→纪律纪律，训练，自制力；训练方法；行为准则；（尤指大学里的）学科，专业，科目	红宝书 必考词 Unit02
disclose	[dɪˈskloʊz] vt. <br><br>【助记】 dis（不）十close（关闭）一不去关闭→透露，使公开揭露，透露，使公开	红宝书 必考词 Unit02
discover	[dɪˈskəvər] vt. <br><br>【助记】 dis（不）十cover（覆盖）→不覆盖→发现发现	红宝书 必考词 Unit02
discovery	[ˌdɪˈskəvri] <br><br>【助记】 discover（发现）十y（名词后缀）→发现发现；被发现的事物	红宝书 必考词 Unit02
hoist	[hɔɪst] vt. <br>举起，升起，吊起	红宝书 必考词 Unit02
hold	[hoʊld] <br>u.（held，held）拿着，抓住；使保持某种状态（或姿势等）；（to）使遵守，使受····的约束；抑制，控制；容纳，装得下；举行，进行；拥有，获得，掌握，担任；怀有，认为，想 n.掌握，控制（力）；支撑点，支撑物；暂停，中断	红宝书 必考词 Unit02
holder	[ˈhoʊldər] <br><br>【助记】 hold（持有）十er（名词后缀表示人）→持有者持有者，占有者；(台、架等）支持物	红宝书 必考词 Unit02
household	[ˈhaʊsˌhoʊld] <br><br>【助记】 house（家庭，家人）十hold（容纳，拥	红宝书 必考词 Unit02
however	[ˌhaʊˈɛvər] <br>adu.无论如何，不管怎样；然而，不过 comj.不管用什么方法 红宝 有）→拥有的→家庭的	红宝书 必考词 Unit02
huddle	[ˈhədəl] <br>v.蜷缩；聚集在一起 n.挤作-一团的人，杂乱地堆在一起 <br><br>【助记】 bubble（水泡）huddle（聚集在一起）	红宝书 必考词 Unit02
narrative	[ˈnɛrətɪv] <br>narrat（e）（叙述）+ive（形容词兼名词后缀）一叙述的 adj.叙述性的②n.叙述	红宝书 必考词 Unit02
narrow	[ˈnɛroʊ] <br>狭窄的，狭的；狭隘的	红宝书 必考词 Unit02
nasty	[ˈnæsti] <br>的，肮脏的；下流的，低级的；使人难受的，讨厌的，烦人的；厉害的，严重的	红宝书 必考词 Unit02
nation	[ˈneɪʃən] <br>民族，国家	红宝书 必考词 Unit02
national	[ˈnæʃənəl] <br>民族的，国家的，国立的 <br><br>【助记】 nation（民族）十al（形容词后缀）→民族的	红宝书 必考词 Unit02
native	[ˈneɪtɪv] <br>adj.本地的，本国的；天生的 n.本地人，本国人	红宝书 必考词 Unit02
natural	[ˈnæʧərəl] <br>自然的，天然的；天生的，天赐的，固有的 <br><br>【助记】 natur（e）（自然界）十al（形容词后缀）→自然的	红宝书 必考词 Unit02
nature	[ˈneɪʧər] <br>自然界，大自然；性质，本性，天性8.	红宝书 必考词 Unit02
overall	[ˈoʊvərˌɔl] <br>[auvoro:l]adj.全面的，综合的，总体的 [ouvaro:l]adu.全部，总计；总体上，大致上，总的来说 [auvaro:l]n.（pl.）（套头）工作服，工装裤 <br><br>【助记】 over（外加）十all（全部的）→外加全部的全部	红宝书 必考词 Unit02
overlap	[ˈoʊvərˌlæp] <br>[auvalaep]u.重叠，部分重叠 [auvalaep]n.重叠，重叠部分 <br><br>【助记】 over（外加）+lap（一圈）→外加一圈→重叠	红宝书 必考词 Unit02
portion	[ˈpɔrʃən] <br>n.（一）部分，（食物的）（一）份 u把····分成若干份（或部分）；分配	红宝书 必考词 Unit02
possibility	[ˌpɑsəˈbɪləˌti] <br>可能，可能性；可能的事，希望；机会，契机 <br><br>【助记】 possib（le）（可能的）+ility（名词后缀）可能	红宝书 必考词 Unit02
possible	[ˈpɑsəbəl] <br>adj.可能的，做得到的；潜在的，可能发生的；可能接受的·合适的，合理的 n.合适的人（或物）；可能出现的事物	红宝书 必考词 Unit02
potential	[pəˈtɛnʃəl] <br>n.潜在性，可能性；潜力，潜能 adj.潜在的，可能的 <br><br>【助记】 potent（有力的）十ial（名词后缀）-潜力	红宝书 必考词 Unit02
nod	[nɑd] <br>音“泼”一倾泻，倒 下倾盆大雨；倒，注，灌；倾泻，涌流	红宝书 必考词 Unit02
er	[ər] <br><br>【助记】 insul（岛屿）with-（相对）	红宝书 基础词 Unit02
se	[seɪ] <br><br>【助记】 horr（害怕的）mir（惊奇，看）pre-（在....·前的，预先）	红宝书 基础词 Unit02
il	[ɪl] <br>-acle（名词后缀，“..…·物品，状态”）	红宝书 基础词 Unit02
ar	[ɑr] <br>Chop u.单足跳，（鸟、蛙等）跳跃；作短途短期旅行 n.跳跃；短距离飞行；（非正式的）舞会 <br><br>【助记】 hope（希望）周末去hop（旅行）	红宝书 基础词 Unit02
hook	[hʊk] <br>n.钩，吊钩，钩状物 v.用钩子钓，钩住 <br><br>【助记】 cook（厨师）把book（书）挂在hook（吊钩）上	红宝书 基础词 Unit02
hormone	[ˈhɔrˌmoʊn] <br>71.激素；荷尔蒙	红宝书 基础词 Unit02
horn	[hɔrn] <br>（牛羊等的）角，触角；号，喇叭	红宝书 基础词 Unit02
horrible	[ˈhɔrəbəl] <br>令人恐怖的，可怕的；极讨厌的，使人不愉快的 <br><br>【助记】 horr（害怕的）+ible（形容词后缀）→可怕的	红宝书 基础词 Unit02
horror	[ˈhɔrər] <br>恐怖，战栗 <br><br>【助记】 horr（害怕的）十or（名词后缀）→恐怖	红宝书 基础词 Unit02
horsepower	[ˈhɔrˌspaʊər] <br>（形容词兼名词后缀） （含有at，to之意，或表示加强含义） <br><br>【助记】 horse（马）+power（力）-马力马力	红宝书 基础词 Unit02
hose	[hoʊz] <br>v.用软管（淋浇、冲洗） n.水龙管，软管；长筒袜 <br><br>【助记】 用hose（水龙管）浇rose（玫瑰花）	红宝书 基础词 Unit02
instruct	[ˌɪnˈstrəkt] v. <br><br>【助记】 in（在·…...里面）+struct（建造）→在心里建造→教教，指导；命令，指示	红宝书 基础词 Unit02
instruction	[ˌɪnˈstrəkʃən] <br><br>【助记】 instruct（教）十ion（名词后缀）→教育教授，教育；命令，指示；（pl.）用法说明（书），操作指南	红宝书 基础词 Unit02
instrument	[ˈɪnstrəmənt] <br><br>【助记】 instru（instruct教育，指导）十ment（名词后缀）→供教育或指导用的物品→工具.仪器工具，仪器，器械；乐器	红宝书 基础词 Unit02
instrumental	[ˌɪnstrəˈmɛnəl] <br><br>【助记】 instrument（仪器）十al（形容词后缀）→仪器的	红宝书 基础词 Unit02
insulate	[ˈɪnsəˌleɪt] <br>隔音，使隔绝（以免受到影响） 仪器的，器械的；乐器的；有帮助的， 作用的 <br><br>【助记】 insul（岛屿）十ate（动词后缀，使......）使其困在孤岛上一使隔绝	红宝书 基础词 Unit02
insult	[ˌɪnˈsəlt] vt. <br>[InsAlt]n.侮辱，凌辱；损伤，危害	红宝书 基础词 Unit02
liquid	[ˈlɪkwɪd] <br>n.液体②adj.液体的，液态的 <br><br>【助记】 liqu（液体）+id（形容词后缀，如.…的）→液体的	红宝书 基础词 Unit02
liquor	[ˈlɪkər] <br>酒，烈性酒；汁，液，汤 <br><br>【助记】 liqu（液体）十or（名词后缀表示物）-液体→酒，汁，液	红宝书 基础词 Unit02
litter	[ˈlɪtər] <br>n.乱七八糟的东西，杂物，废弃物（一）窝；担架 u.乱扔；（指动物）下崽，产仔 <br><br>【助记】 扔掉的litter（废弃物）little（不多）	红宝书 基础词 Unit02
miracle	[ˈmɪrəkəl] <br>奇迹，令人惊奇的人（或事） <br><br>【助记】 mir（惊奇）十acle（名词后缀，表状态→奇迹	红宝书 基础词 Unit02
mirror	[ˈmɪrər] <br>n.镜子；反映，反射 ut.反映，反射，映照	红宝书 基础词 Unit02
mischief	[ˈmɪsʧəf] <br>损害，伤害，危害；恶作剧，捣蛋，胡闹 <br><br>【助记】 mis（坏）十chief（首领）→坏首领会做伤害他人的事→伤害	红宝书 基础词 Unit02
misfortune	[mɪsˈfɔrʧən] <br>不幸，灾祸，灾难 <br><br>【助记】 mis（坏）十fortune（运气）一坏运气一不幸	红宝书 基础词 Unit02
miss	[mɪs]	红宝书 基础词 Unit02
missile	[ˈmɪsəl] <br>导弹，发射物 红宝书 未击中，错过，没达到；想念，惦念 <br><br>【助记】 miss（未击中）十ile（名词后缀，表示物）→击中目标的东西→导弹	红宝书 基础词 Unit02
missing	[ˈmɪsɪŋ] <br><br>【助记】 miss（错的）十ing（形容词后缀）→错过的一失去的漏掉的，失去的，失踪的	红宝书 基础词 Unit02
mission	[ˈmɪʃən] <br>任务，使命；传教，布道；使团，代表团	红宝书 基础词 Unit02
missionary	[ˈmɪʃəˌnɛri] <br>n.传教士②adj.传教的，传教士的 <br><br>【助记】 mission（传教）十ary（名词后缀表示人）→传教士	红宝书 基础词 Unit02
nuclear	[ˈnukliər] <br>原子的，核能的；核心的，中心的	红宝书 基础词 Unit02
nucleus	[ˈnukliəs] <br>核，核心，中心	红宝书 基础词 Unit02
preclude	[prɪˈklud] <br><br>【助记】 pre（预先）+clud（关闭）+e（词尾）→预先关闭一阻止（from）阻止某人做某事	红宝书 基础词 Unit02
predominant	[prɪˈdɑmənənt] <br>pre（before在.....·前的）+dominant（统治的）→在前面占统治地位的→占优势的占优势的，居支配地位的；主要的，突出的	红宝书 基础词 Unit02
pregnant	[ˈprɛgnənt] <br>怀孕的，孕育的；重要的，富有意义的；富于成果的	红宝书 基础词 Unit02
rest	[rɛst] <br>n.休息，睡眠；停止，静止；剩余部分，其余；[the～]其余的人（或物） v.休息，睡；放，靠，搁在 <br><br>【助记】 rest（休息）一会儿状态best（最好）	红宝书 基础词 Unit02
restless	[ˈrɛstləs] <br>得不到休息的；不平静的；不安的，坐立不安的 <br><br>【助记】 rest（休息）十less（形容词否定后缀，不····的一得不到休息的	红宝书 基础词 Unit02
spray	[spreɪ] <br>n.浪花，水花；喷雾，喷雾状物 v.喷，喷射，扫射 <br><br>【助记】 ray（光线）spray（喷射）出来	红宝书 基础词 Unit02
spring	[spərɪŋ] <br>n.春，春天；跳，跃；泉，源泉；弹簧·发条 .（sprang，sprung）跳，跳跃 <br><br>【助记】 spring（泉水）里有一个ring（戒指）	红宝书 基础词 Unit02
sprinkle	[ˈsprɪŋkəl] vt. <br>洒，喷，淋	红宝书 基础词 Unit02
sprout	[spraʊt] <br>u.抽条，发芽，长出；迅速成长，迅速出现 n.新芽，嫩枝 <br><br>【助记】 种子sprout（发芽）out（出来）了	红宝书 基础词 Unit02
square	[skwɛr] <br>n.正方形；广场；平方 adj.正方形的，平方的；结实的；乏味的·古板的 v.使成方形，求平方，求··.·.的面积；（使）打成平局；（使）协调一致；贿赂，收买	红宝书 基础词 Unit02
squeeze	[skwiz] <br>.榨，挤；硬挤，硬塞 n.榨，挤压；拮据，短缺	红宝书 基础词 Unit02
stab	[stæb] <br>n.刺，戳；猛的一击，突发的一阵 .刺，戳；刺伤.刺痛	红宝书 基础词 Unit02
stack	[stæk] <br>n.整齐的--叠（或-堆）；（pl.）大量，许多②ut.堆积，堆起	红宝书 基础词 Unit02
stagger	[ˈstægər] <br>v.摇晃，購珊，摇摆②n.摇晃，購珊	红宝书 基础词 Unit02
stagnant	[ˈstægnənt] <br>（水或空气）不流动而污浊的；停滞的；不发展的；无变化的	红宝书 基础词 Unit02
stagnate	[ˈstægˌneɪt] <br>（单独使用的动词）停滞，不发展，不进步	红宝书 基础词 Unit02
trade	[treɪd] <br>n.贸易，商业，职业 .从事贸易；进行交换	红宝书 基础词 Unit02
trademark	[ˈtreɪdˌmɑrk] <br><br>【助记】 trade（商业）十mark（标志）→商标商标	红宝书 基础词 Unit02
traffic	[ˈtræfɪk] <br>交通，交通量	红宝书 基础词 Unit02
around	[əraʊnd] <br>adu.各处，到处；周围，在附近；大约 prep.在周围，在.....·附近，在....各地	红宝书 基础词 Unit02
arrange	[əreɪnʤ] v. <br>整理，排列，布置；安排，筹备 <br><br>【助记】 ar（加强）+range（rank行，列）→按照行、列→排列	红宝书 基础词 Unit02
arrest	[ərˈɛst] vt. <br>逮捕，拘留；阻止，抑制 <br><br>【助记】 ar（加强）十rest（休息）一强制休息一逮捕，拘留	红宝书 基础词 Unit02
arrive	[əraɪv] vi. <br>到，来到；达到；得出（与at连用）；成名，成就	红宝书 基础词 Unit02
arrival	[ərˈaɪvəl] <br>到达，到来；到达的人或物	红宝书 基础词 Unit02
arrogant	[ˈɛrəgənt] <br><br>【助记】 ar（to为了）十rog（ask要求）+ant（形容词后缀）→要求多的→自大的傲慢的，自大的	红宝书 基础词 Unit02
arrow	[ˈɛroʊ] <br>箭（状物）.箭头（符号）	红宝书 基础词 Unit02
conscience	[ˈkɑnʃəns]	红宝书 基础词 Unit02
conscientious	[ˌkɑnʃiˈɛnʃəs] <br>认真的·勤勤恳恳的 缀）→良知 良知，良心 <br><br>【助记】 con（共同）十sci（知道）十ent（形容词 后缀）十ious（形容词后缀）→共同知道的一认真的	红宝书 基础词 Unit02
consecutive	[kənˈsɛkjətɪv] <br>连续的，串联的，连贯的 <br><br>【助记】 con（共同）十secut（跟随）十ive（形容词后缀）→接而至的→连续的	红宝书 基础词 Unit02
consensus	[kənˈsɛnsəs] <br>（意见等）一致，一致同意 <br><br>【助记】 con（共同）十sens（感觉）十us（名词后缀）→共同感觉→一致同意	红宝书 基础词 Unit02
